"user_id","course_id"
174550,523
720045,523
1030524,551
694074,523
192464,551
688695,566
720315,489
204469,489
1013847,490
1013874,368
1342691,659
166263,362
720315,515
1324151,749
447886,523
887933,361
1013546,490
1086827,552
250920,489
1187915,566
1853156,908
586772,357
1129257,551
103241,489
694251,523
475713,357
171737,523
720315,502
1231502,490
1110584,749
1231502,551
912343,366
1012870,551
697618,551
639391,519
922206,363
203118,750
1012801,518
1144896,367
175997,794
1083486,516
1162825,508
894996,750
724493,366
943837,508
1357982,794
1059131,502
106646,523
935360,356
715809,566
188586,568
946472,523
173997,490
1520538,749
1557400,551
1014432,515
273199,366
690405,519
194578,523
179377,745
226492,523
673533,523
214860,367
224564,516
184461,777
422855,489
169387,507
753818,515
709679,523
1140138,514
170809,489
189983,551
952183,551
406795,551
1043268,361
933380,366
455692,515
1016312,507
915948,514
415811,523
735233,517
707260,515
1493304,809
189521,1103
1658546,809
744914,814
716652,551
224841,551
1152096,564
1342666,551
1093735,518
1857741,566
191632,551
103198,515
693762,523
1022130,551
717981,551
1014377,361
1621748,809
1010536,356
700963,829
922206,366
1789535,840
737710,566
1012549,502
1055773,507
929420,551
208769,764
521826,490
1387908,566
990425,515
179032,515
721342,570
1191451,1100
1038969,764
956813,502
1044865,502
638554,553
961353,515
1014432,490
1078882,765
716140,490
952650,519
1651927,515
1222074,490
1857768,757
939223,551
1642716,552
703317,503
1473740,749
1131363,750
990222,368
170020,551
944466,361
224575,359
707246,552
858772,504
916717,358
724626,745
1869823,794
1076524,504
114802,571
1015695,367
1123041,777
188586,523
422708,523
708637,551
720045,572
1115785,366
430661,507
730219,358
1066057,513
105718,553
1193933,514
436256,366
444232,551
1258787,571
969784,515
644052,572
861999,776
209460,551
103743,553
720390,515
1015879,490
729646,551
1015916,357
204528,516
1015796,515
1203947,490
206025,777
1143093,757
1093859,489
1634320,809
200980,504
1104720,551
1093139,514
169888,755
1015873,489
176650,566
1093918,366
698540,564
188013,551
709301,750
170214,1100
744719,356
1129007,507
1129546,508
1025527,572
902609,357
681599,515
1431107,750
1009603,523
1431107,757
703501,791
644052,552
1623986,1103
1172377,562
196253,515
953401,764
1007168,515
197118,490
618333,570
1093255,514
722135,794
174805,356
990510,794
185328,366
1012100,490
1010736,367
1015151,519
109035,517
211174,516
1016650,490
182926,752
897004,516
187265,519
911063,519
1026212,489
1467970,749
190507,552
173117,523
717945,356
725913,553
982303,551
707133,516
1012695,515
1281273,502
985422,490
951270,515
422944,363
1005236,514
1028261,551
1016118,523
186863,523
422944,563
1152226,572
1024372,507
741568,572
1016214,502
893080,523
706482,519
1672543,363
1017828,518
1014100,489
206880,741
1080051,508
901431,551
482072,363
910869,551
185996,515
1080535,516
1369714,566
1017490,516
114515,516
719602,672
199076,750
717034,551
221885,552
225777,511
207213,515
972215,518
1138781,514
602198,551
929448,518
704419,516
1032477,502
1452896,514
707274,552
1027280,551
1091462,507
205809,745
698699,551
973691,515
1005956,572
1466208,745
210528,752
1017561,741
1205618,523
723514,757
715142,1100
174328,508
103266,514
209735,507
103266,356
1672543,511
103266,502
1014550,490
718976,357
595123,519
1559139,572
405835,516
1081963,508
811201,364
698194,489
709715,572
213681,551
164573,517
1105166,552
177823,515
358026,552
742298,519
642821,366
1216012,1103
199236,519
1159090,513
693762,551
1018038,551
1152226,504
589263,745
105133,551
170609,776
473723,742
737229,791
1846147,566
1016118,507
165236,489
692648,551
1006293,361
1085493,552
935550,368
1121575,551
197512,357
115907,489
1011664,515
1000214,489
1017950,515
410267,552
1052862,750
638428,490
1006293,356
972576,490
643027,566
1600904,750
482072,515
1011669,513
1105656,1146
178233,551
190439,551
1052210,551
406514,489
191131,519
1017828,490
1018067,516
1148697,551
1627729,490
1017921,507
712271,358
601825,551
675309,502
752434,515
1011220,508
1109977,515
215762,489
195892,553
710412,489
938277,749
1557554,564
1260418,749
792861,523
728451,552
162373,551
542372,356
1265880,745
1094979,360
1076916,551
1083475,551
1130167,514
1083964,490
930425,551
739331,516
929554,516
1576676,750
423206,749
1364150,356
223265,518
391358,503
1130167,840
1031736,519
1565441,504
111355,750
1659548,794
1484566,566
169192,515
197961,489
207035,553
874067,523
724969,489
1674321,490
1103553,523
1096313,507
710732,490
186863,551
1660937,569
182284,551
724065,523
1130167,502
410267,551
187265,515
792861,764
169869,551
1012631,489
305113,552
874067,551
711160,551
157432,523
1096005,515
1424601,511
1569467,745
653917,511
183000,518
201021,551
167353,552
1036469,551
226492,515
1068218,551
1028065,514
1037927,364
104055,571
1817023,829
1756396,809
186149,519
588579,572
106929,551
1124689,523
1602573,749
1028213,502
1826026,569
1017561,515
1774895,814
1159157,504
1018496,489
425067,551
1149651,1147
186258,515
740362,551
1128431,749
1324151,514
1130061,507
211107,552
1571721,745
927090,367
733681,523
182009,523
1019451,518
996097,490
1242634,566
1251622,776
1540404,566
933717,518
954524,749
1044229,490
1016220,511
731485,357
104232,551
105133,489
1020260,523
747823,551
792861,514
715538,551
1267708,514
106286,515
1618739,809
1035769,516
1602598,511
188966,515
745513,515
800028,367
1017950,551
1165258,744
686227,358
951006,502
822171,551
1015116,502
745666,551
1093859,552
188230,570
1557590,551
711026,523
1119054,745
1557554,514
701944,523
716903,552
717365,553
1016876,518
869141,523
1565441,764
725760,523
1004241,359
859416,552
724001,490
1019424,516
1176668,664
1130278,551
720018,552
187265,502
394316,504
1072421,551
103266,523
178469,551
1142741,551
933988,552
103266,489
1484940,490
1130133,518
192869,366
1002402,490
709235,551
846054,515
187865,776
708849,366
751481,361
1012955,502
1018687,357
1015116,356
716135,752
1232756,752
734554,490
727592,659
1078186,504
199844,363
170927,551
1771565,840
751391,490
992888,516
216743,489
729568,523
176280,517
210517,750
640900,523
966673,365
190507,489
460379,750
211623,515
1577497,570
394316,523
1575846,504
769126,489
1475847,791
722475,489
706132,515
706930,367
1130318,368
190507,551
2069075,570
1116603,357
202668,570
1095084,523
1247287,809
588383,552
717981,489
1094528,356
720877,363
690441,569
722540,551
719117,553
895484,358
1308352,572
934023,514
692648,523
962640,363
356693,523
1067900,519
1019964,507
974492,502
1596150,508
1320113,551
712426,489
686001,551
209767,552
184026,502
212309,363
165514,489
1097159,356
207702,489
317610,776
713225,357
711618,551
1017561,363
719111,551
695204,563
978922,523
1015102,566
929554,509
1145946,551
53594,361
1006946,515
720741,516
1017956,518
1020272,552
1141246,776
182990,523
1279418,570
206880,551
1084527,566
180158,551
690809,552
1397772,750
732589,562
182990,489
1000186,518
196160,366
167283,745
1525315,361
1061370,358
784496,551
1544348,514
824245,551
1126690,523
729165,514
1126690,489
1019451,490
1491160,551
1190440,566
735976,1100
1024606,523
1016118,514
1029611,489
707713,515
1569467,571
208250,508
103596,516
208313,551
1020925,514
1191580,679
1008181,551
856156,502
225395,551
966622,523
707274,519
928995,518
685289,515
603260,752
1456287,514
933981,515
1013576,490
1083475,504
723866,489
721906,519
188974,523
1084363,551
992987,551
1011523,517
972215,490
186938,776
690243,551
695680,515
1018038,507
404694,566
992997,356
736438,489
684211,368
1168950,569
929430,490
536435,566
1177424,551
646571,551
1015414,489
665238,368
970344,508
970344,489
1021375,358
1021265,507
706186,366
996387,508
879058,571
1018243,509
196861,514
992109,515
1754570,764
1015568,513
1541406,562
1021693,502
330740,356
188966,502
1173156,508
970344,511
330740,361
105701,745
952386,515
936927,551
643820,363
204075,357
177228,551
1229212,551
1360174,566
1018982,523
1069112,749
698401,366
1052846,489
696311,514
967977,765
1129442,551
714445,757
1378726,489
422924,551
1131649,777
167802,362
103847,515
970344,514
1144826,566
1485927,551
1019066,515
1097874,551
993695,490
690593,777
946472,366
710253,552
212309,511
731530,829
1019074,490
697517,523
697517,519
180386,553
1093208,511
1141917,568
740767,515
1129257,514
577736,366
738426,523
694670,515
1149066,750
466662,523
104747,516
1484940,566
167981,515
1185704,777
1186268,749
1050532,777
694850,523
562555,523
1029696,750
1145946,514
188127,366
992470,489
904273,502
735776,551
727588,659
1002089,514
704954,489
719948,551
1024160,777
1135232,679
179561,551
1021961,515
1022130,489
1083709,552
778977,515
109035,551
187305,367
1098235,552
175538,516
1029406,515
1162825,507
1300278,516
1145946,777
721491,489
720610,553
190687,516
912768,368
1012801,519
1086184,514
162000,745
540891,516
1117339,515
1036326,551
677628,519
1140635,572
178896,517
1098235,777
1084363,515
714851,551
744678,515
1088081,502
1098269,552
105414,552
713006,551
948229,516
993852,502
1150349,357
822171,523
1036469,514
1085046,357
943476,551
706424,551
1052846,515
934346,489
1001672,514
1029696,551
735216,572
421731,523
702745,366
1131622,569
824350,566
694889,777
1143153,551
187835,515
1023122,517
765702,523
170577,356
1023049,490
1130479,489
719638,518
1142258,572
744025,502
1300983,777
702551,515
1130766,514
1117121,363
213842,551
194822,504
199844,552
732199,551
586678,515
1382539,570
204010,777
1022678,489
1242132,744
463921,490
1098106,777
775395,508
1023968,489
1014794,489
1053739,514
723933,1144
1117628,504
985422,363
726848,516
1116138,551
1115570,551
695012,551
729843,509
184796,515
690809,523
1024019,503
1366391,566
729843,516
702123,569
742657,502
702847,553
189622,516
1131088,551
174360,515
369234,515
1150680,777
718698,523
189054,551
704985,566
696020,551
195829,523
207375,516
174805,515
205291,367
1076978,551
1070061,572
178006,551
1023931,507
912768,523
163807,750
958497,523
1140400,504
1658187,504
1098269,514
936320,777
1078757,490
1130170,489
716796,552
1088085,551
206548,523
611703,840
1085039,518
775395,367
433870,489
1024283,511
1083824,515
1032213,514
680688,523
185650,777
1614208,514
1640587,749
1016274,551
823651,741
167283,553
1031978,570
773373,503
722421,551
1167511,777
197721,552
168578,551
694146,490
1176220,551
753670,361
1098746,508
1139576,564
103505,1100
1092820,361
992498,551
187265,361
182928,777
1808549,840
1098269,504
420352,551
1131280,502
1343127,566
1005399,777
1092776,514
708277,551
693677,515
210297,571
1092776,570
174360,489
187899,489
1355466,756
171271,553
482072,523
861999,777
104711,516
650935,777
712863,551
900308,489
551785,840
1917305,814
718025,552
695858,566
273199,515
695858,1188
187265,489
205001,551
2069322,791
1351853,750
194848,552
194848,551
1078757,523
709715,551
928284,551
694146,489
718025,743
1098557,551
191106,367
724964,514
922206,511
1002291,489
1016567,489
1002109,519
192459,551
970819,515
656942,551
657130,571
1040393,519
724702,551
1084931,551
1086523,490
197721,551
236301,366
1551104,564
1019771,507
1092459,552
1486880,507
1134342,515
712863,552
1085413,507
922136,502
1049345,514
696227,752
696227,570
177968,519
713052,489
769126,516
164449,764
657130,357
1036469,553
182951,552
1099534,515
707131,777
1143598,523
1070881,515
751481,523
907888,523
1366297,551
1139980,551
992470,551
1043347,515
1140635,504
1021798,507
1131398,551
1171462,553
706819,756
1083514,514
787943,519
720986,570
185050,551
433870,523
1050532,564
205549,356
619037,523
1486880,508
1227897,777
1486880,755
1486880,570
666150,523
1382176,566
920040,357
170807,551
1088085,489
872858,553
1348788,551
1001598,514
203296,566
701845,566
1213352,507
1023806,502
932007,489
1024034,490
187835,566
710412,777
187343,368
170839,551
1287992,515
184796,490
1669485,909
1050532,563
1028940,523
1072695,502
710412,741
1099308,551
1403403,664
137523,568
1632955,742
1013082,502
163851,564
1106948,566
1130164,523
475814,515
709877,489
697687,490
172273,489
1378726,794
175676,363
746261,359
690331,777
1077799,489
181079,551
836098,367
982295,504
564020,515
676927,502
711978,551
189233,367
1050532,562
224372,551
181791,809
1023025,515
109833,810
706424,569
1024160,515
1348300,563
1004824,777
736438,742
707308,490
741527,515
1221330,908
193274,516
223447,523
716391,515
910711,523
676927,490
707669,523
1028940,551
934172,764
956595,551
947107,361
709451,551
1125270,363
103241,516
1019451,523
984018,551
1131445,570
929311,489
190036,777
225052,809
697100,551
1153907,570
970344,752
704897,551
750102,368
1343290,551
1069935,507
187343,366
1018190,490
1013025,515
215109,551
1000683,566
1116590,570
170722,490
425313,777
188917,519
203296,569
1148380,551
1006511,514
1156353,764
1030570,523
724579,552
1021227,750
432325,1100
198065,777
651281,551
1715357,909
1846276,1161
1289140,551
1377892,757
1004853,741
1125837,551
197118,523
1052845,364
1131280,570
1155316,765
1061427,551
1128905,503
236789,502
1029178,504
203753,507
425313,757
946308,552
1131280,507
1509412,361
772983,757
1634168,489
698038,552
1096939,363
173117,519
1614087,840
188804,777
1190036,794
1332305,551
982967,519
1061586,564
906674,551
1638440,503
1309396,909
1229180,566
1166883,566
1871390,764
878511,356
729577,516
576861,366
1179908,514
1028025,551
716796,490
1151387,366
716796,489
639250,569
1283572,777
710153,551
1484941,490
923924,523
694988,777
1092403,514
1151387,1161
1095258,551
1231937,570
627147,777
1119839,356
682867,366
1250158,750
1648608,502
194711,516
1358277,743
1660732,562
995800,523
1487232,777
1425060,764
1086029,489
1042888,551
1334121,551
1050952,551
699047,366
727429,809
205518,777
733960,752
735002,569
193764,490
169259,752
1007579,490
197261,566
735775,515
1874676,764
1216104,514
1424775,503
1141996,777
1555159,679
1022386,566
670153,570
694793,523
1094528,357
103318,366
208769,523
1349161,552
1024046,489
703336,515
1023061,489
1634168,566
1324154,361
1027841,516
683199,777
179490,551
703272,357
1027598,515
1157747,745
254783,551
103722,551
1005732,515
639702,566
988946,489
1366893,566
205051,566
1131649,551
1099972,551
870842,360
177247,357
1122830,514
1098921,502
195103,551
1029107,513
709301,551
1029696,515
211156,519
1046221,572
1072421,356
781012,551
808020,361
165838,489
720877,362
177247,551
209032,489
1025673,523
205549,523
1025874,515
1031035,514
1131667,566
195544,551
1101110,489
904152,502
690716,515
931371,490
745238,519
191428,570
724200,523
188966,490
291252,357
706819,776
1007579,659
1147952,363
174805,571
1028731,489
619070,777
1777574,489
262045,745
929554,366
165524,777
2065477,752
1033763,518
356863,362
1024948,515
2065477,570
1090080,571
194245,367
1596208,502
707750,551
1097719,508
1094851,503
1119097,366
1098654,490
1319621,566
701619,551
1100665,366
1029850,552
273199,489
223094,571
1030632,357
1094979,361
1126929,515
203844,515
1203212,490
1110017,679
1110017,570
1015427,516
1093306,490
712426,552
938359,570
1619768,566
2069476,515
1262691,750
1088092,551
654808,366
1100731,679
1087016,490
170558,517
218105,489
708163,519
1036469,502
1131941,508
105115,516
197352,551
1082173,523
199900,490
1005236,551
196944,829
903806,551
199168,570
1025657,777
1295407,552
1156353,564
1596208,794
724233,568
153983,515
209032,523
989902,519
188787,777
1015181,490
1136529,809
720072,515
421221,523
463423,764
741888,366
646571,519
1009210,741
595481,502
725083,569
889422,523
1486964,755
112014,551
1029903,489
1005732,357
105287,357
686001,523
363642,517
179522,552
196944,514
702123,523
708163,489
933981,489
716102,360
183056,551
1006973,551
1205662,809
818124,366
643373,553
1132319,750
1042888,489
243945,553
105115,509
1156353,523
706841,777
703734,508
1225438,566
1087084,490
169842,489
1068929,552
1358069,566
208250,552
103915,568
771965,357
1011101,777
198148,552
210923,508
400501,515
714604,552
188668,566
693766,566
974278,519
173369,517
1102859,490
115907,515
815237,791
1193237,749
720817,515
1029850,551
1539028,357
694549,519
1160164,566
726811,489
103450,568
719727,794
592058,489
1087140,490
695200,366
889868,363
970819,777
1098921,515
1031736,508
273199,523
694793,366
1530041,765
273199,356
914789,523
1091656,777
1047321,515
749529,752
211377,776
1497029,750
1140484,513
1091590,776
210923,570
1015169,515
189107,566
754164,523
573835,664
193649,523
726811,490
1274070,750
694793,489
972733,490
1473740,489
1154801,570
207617,777
1138895,551
1025643,502
1018190,515
868611,518
703734,552
703734,507
1075362,518
686779,523
1133406,753
684216,507
1025874,361
1147813,750
1078050,552
343102,777
1005157,517
1018243,519
1012870,503
1173431,757
2050353,794
716903,569
720840,489
627147,764
1099016,551
767477,504
1074525,519
1604996,809
423003,514
707480,569
1131894,777
1077514,570
767477,511
966156,515
707669,794
141372,360
1131894,566
737715,516
1494673,490
737715,366
964202,551
1016274,514
584666,519
195912,519
208159,519
190838,553
771965,362
188162,523
1092254,363
1002417,514
1003009,1103
211107,523
1100823,508
1032880,507
210517,358
1031978,502
600251,490
179905,568
931371,489
170839,552
1033392,502
701849,523
1100141,515
900675,367
692920,1100
197719,489
188675,519
700544,489
722330,516
582683,515
683774,490
205001,357
194822,572
1131384,515
168211,361
1118093,363
176411,552
205051,551
104149,523
1033661,518
739755,519
230082,489
103481,519
1024060,490
1032009,502
203079,519
914178,515
696622,489
651281,523
750496,507
1033661,490
1216998,757
710626,553
721589,489
2089255,1103
202210,502
1142396,764
709416,551
213426,523
1681969,572
194865,745
197514,551
1018112,519
727151,489
625102,367
930425,502
405835,515
305113,794
194307,366
1033180,519
1033180,489
1033661,523
32387,516
463365,570
691023,515
995568,551
194166,562
168310,552
185955,514
715142,750
171456,523
603260,519
719567,523
208058,518
777881,551
697632,515
1082043,552
191341,794
715404,551
186649,552
1093382,515
1038665,517
981812,514
705777,365
1099016,489
701737,367
1022965,502
1030599,551
1021136,514
705866,515
617800,571
172265,570
889318,517
311042,566
1146585,749
696622,514
1799847,840
692266,791
729310,507
203724,523
705866,551
1342666,566
694850,518
1033661,489
189071,564
987435,551
187529,551
739478,517
1229074,564
1018687,551
926020,490
749312,794
1092459,366
922374,368
203669,489
1344272,507
1172913,502
192064,517
1035418,490
447886,360
1348945,551
1918634,794
1089593,517
1025643,490
1650153,566
1608248,794
743448,490
106436,745
124499,551
169671,523
205291,356
1126343,551
995427,490
652674,564
420723,908
202547,566
1480805,551
710630,551
889469,360
197092,570
1667739,566
1255746,664
1245027,551
1113332,566
706819,764
1035460,566
694936,679
985454,752
855779,566
201552,566
1003625,809
160830,568
1009210,552
1009210,551
954547,551
1339917,566
207088,515
1102623,514
931512,489
702313,366
175224,489
1068501,745
1016619,507
1132541,551
1084966,552
717065,517
1111936,551
190709,552
933380,515
737712,765
1169027,564
203581,566
192662,519
952183,515
739265,566
1811946,670
1134975,551
1360010,679
466662,551
187947,563
1174956,551
898776,570
925550,777
1364340,809
946478,517
726705,809
1036510,515
703228,794
723474,566
1745973,566
113958,765
695681,366
1034156,741
700544,514
1036193,367
193922,357
169482,363
183369,569
194478,509
734172,791
189233,777
696042,359
640900,551
171708,907
718162,562
173205,489
1019823,551
1035451,516
691008,750
190439,659
1030335,765
105346,777
716383,757
1031728,489
718162,563
1094255,551
712559,507
206787,516
1099160,515
1128464,504
32387,552
1141824,752
524166,551
542941,502
579752,551
714096,356
1023667,515
1594859,507
206918,515
192464,516
912124,809
51,516
1324943,566
720259,523
1030599,513
1601920,794
395878,507
1819047,1129
654808,356
197719,777
1078783,551
1131980,562
1124595,659
702441,523
231758,367
1029611,502
1029611,515
883997,507
939157,515
1036084,513
172720,523
183318,551
711265,551
1036551,679
706129,745
754894,490
372679,571
752434,367
169671,551
747981,744
294244,552
183823,564
933660,551
580151,551
1602755,566
254139,551
109035,813
1142741,1102
399687,551
109035,753
1024046,551
1135721,551
1135721,489
697378,551
911209,366
908257,366
104149,490
1077799,551
169824,551
1132751,566
1141516,756
781828,1125
952416,489
32508,552
640386,757
729053,566
343967,515
1132808,514
164397,509
749920,752
687600,566
1105217,741
1146024,553
109035,765
109035,571
109035,671
109035,744
1037108,515
559290,519
406626,551
109035,659
203118,356
185524,502
1322206,566
690586,809
109035,810
109035,803
992252,511
944884,362
697632,551
703272,551
1287394,523
906333,489
1281365,566
1162176,504
1170209,490
672409,551
702302,551
1033313,490
728811,502
188162,361
750300,551
708340,551
698699,777
698699,809
735564,551
699581,551
1105217,566
960390,361
688187,516
177998,566
183329,551
177998,551
170462,367
186347,489
109833,516
1033763,490
635074,489
964064,363
690365,794
698835,564
638017,569
827600,745
1085855,566
1159559,566
1203847,568
1407418,794
195829,366
1605135,516
677661,515
643925,502
1481909,569
1590673,794
1143258,566
1024925,752
1041517,840
182880,519
540693,551
169925,552
317610,515
205407,551
943170,490
913467,809
698038,566
186347,356
184840,794
1030524,357
718018,523
1135614,515
1743028,489
722768,523
737971,508
1025277,489
1205662,564
1049107,367
583179,489
186347,366
1428085,563
731752,551
1609877,490
182588,750
198907,359
186172,553
740811,507
1275520,551
1223139,741
1272296,515
953266,664
1012601,489
797219,569
700756,1147
1038203,367
1572997,743
637607,551
1088305,551
729623,566
176777,523
736046,551
1112812,814
176574,551
1648663,749
1103553,551
1640409,742
1140735,551
1060051,523
702123,552
798549,366
188212,516
799269,367
956319,551
725913,519
1018008,368
1196211,503
886005,752
1157005,745
199929,551
418126,551
1100579,551
171217,551
175390,519
592058,551
1076027,551
1031862,552
732357,365
1824065,908
859840,551
1104220,679
953266,523
698038,569
1480269,569
1496885,552
906127,490
942902,366
1083488,551
209647,502
698038,564
941769,551
195544,552
1029696,490
421221,551
698038,515
609309,517
194865,551
1028415,368
1023368,515
943033,551
1003226,357
1661001,741
699429,551
1151468,511
1651632,503
730421,809
1147560,909
728382,514
1012447,551
1497029,551
1004366,490
1506782,515
928284,515
697918,515
236323,502
1050536,356
707246,551
694850,489
179377,357
1078275,551
945147,490
1054458,551
425393,570
1037067,515
188560,551
1401564,523
104130,551
1836516,1145
1152143,750
1012623,523
709897,551
894752,566
409940,553
166263,523
920040,515
777180,366
1042378,357
748984,489
711978,363
1068501,517
698872,570
793479,523
1098269,502
1098572,551
169905,551
1169852,566
409940,516
409940,568
730365,368
1090445,507
1030630,566
816801,357
748984,515
1708556,514
1040860,490
162032,551
189676,523
195544,367
740811,523
891575,566
1018496,777
1513577,523
1196660,1140
748984,367
1278023,749
1405967,490
1160142,907
717509,368
694850,515
1075817,523
108247,517
1464866,569
810200,515
1348596,908
182140,553
722086,502
1084617,490
406864,489
104130,552
1133644,569
1038969,489
169192,752
968293,523
1552687,749
1101806,570
1080492,523
708654,907
691008,777
229911,794
188690,562
713049,523
1002500,502
748984,490
1002500,368
253616,672
932498,809
697492,840
990425,489
731939,366
1098106,552
891234,776
718306,515
690502,523
640021,523
1036510,489
992086,517
1512255,564
267598,566
936415,566
713035,366
1040226,516
1005956,551
1012549,507
1130833,909
708654,909
372679,356
183072,552
1909960,1161
1546528,489
189922,757
940162,515
1830368,1103
175037,750
171737,840
1104512,551
191199,523
1028940,569
1145826,509
694944,517
738195,519
1041314,490
1104683,551
1586717,794
1800063,503
463365,358
761866,566
1040538,502
1176787,908
939157,551
993875,356
1314151,361
1040630,507
691049,551
1212216,490
912347,368
1029696,518
596458,523
1241283,794
735089,514
1027660,552
1109881,741
196068,519
192515,358
1032232,363
1069634,572
1513227,566
1118423,504
1371440,569
186409,516
1030579,515
770708,741
702551,551
1824605,1156
1147139,507
210810,745
510667,514
996097,518
1041340,515
550302,502
1133644,504
991929,515
923483,765
733250,566
1091656,519
22847,745
1104563,502
694578,489
174327,551
703769,755
106929,361
1245794,551
1104570,502
1026212,507
703769,679
425393,566
1196100,552
706658,490
1018964,515
770708,504
592120,752
1013555,490
1104457,752
1279974,745
184237,670
1142796,679
1189549,566
646486,750
1086846,507
1156456,765
583728,679
186041,745
982921,750
906413,523
1012490,511
103885,679
396338,519
333455,551
1628625,566
684368,357
743412,361
1040207,513
724702,515
1079273,551
